graph_name;graph_size;edge_percentage;elapsed_time;num_threads
graphs/graph_s47500_p25.grf;47500;24;28.148105;6
graphs/graph_s47500_p50.grf;47500;49;28.184793;6
graphs/graph_s47500_p75.grf;47500;74;28.592735;6
graphs/graph_s48000_p25.grf;48000;24;28.815301;6
graphs/graph_s48000_p50.grf;48000;49;29.042386;6
graphs/graph_s48000_p75.grf;48000;74;27.343733;6
graphs/graph_s48500_p25.grf;48500;24;28.461076;6
graphs/graph_s48500_p50.grf;48500;49;28.724515;6
graphs/graph_s48500_p75.grf;48500;74;28.464978;6
graphs/graph_s49000_p25.grf;49000;24;28.979404;6
graphs/graph_s49000_p50.grf;49000;49;53.620655;6
graphs/graph_s49500_p25.grf;49500;24;30.102711;6
graphs/graph_s49500_p50.grf;49500;49;30.168672;6
graphs/graph_s49500_p75.grf;49500;74;29.847308;6
graphs/graph_s49000_p75.grf;49000;74;28.824310;6
graphs/graph_s17500_p25.grf;17500;24;3.400810;6
graphs/graph_s17500_p50.grf;17500;49;3.266802;6
graphs/graph_s17500_p75.grf;17500;74;3.185467;6
graphs/graph_s5500_p25.grf;5500;24;0.318848;6
graphs/graph_s5500_p50.grf;5500;49;0.392896;6
graphs/graph_s5500_p75.grf;5500;74;0.396343;6
graphs/graph_s500_p75.grf;500;74;0.011251;6
graphs/graph_s50000_p25.grf;50000;24;24.097229;6
graphs/graph_s50000_p50.grf;50000;49;26.110076;6
graphs/graph_s50000_p75.grf;50000;74;23.732428;6
