graph_name;graph_size;graph_root;elapsed_time;implementation_type
graphs/graph_s2790_p40.grf;2790;396;0.115301;ST
graphs/graph_s2792_p40.grf;2792;914;0.117831;ST
graphs/graph_s2794_p40.grf;2794;1832;0.111766;ST
graphs/graph_s2796_p40.grf;2796;355;0.114118;ST
graphs/graph_s2798_p40.grf;2798;2670;0.112199;ST
graphs/graph_s2800_p40.grf;2800;2560;0.114791;ST
graphs/graph_s2802_p40.grf;2802;2538;0.114871;ST
graphs/graph_s2804_p40.grf;2804;2604;0.113691;ST
graphs/graph_s2806_p40.grf;2806;888;0.115583;ST
graphs/graph_s2808_p40.grf;2808;2024;0.112812;ST
graphs/graph_s280_p40.grf;280;75;0.000871;ST
graphs/graph_s2810_p40.grf;2810;1223;0.119721;ST
graphs/graph_s2812_p40.grf;2812;1290;0.118504;ST
graphs/graph_s2814_p40.grf;2814;1259;0.115791;ST
graphs/graph_s2816_p40.grf;2816;141;0.117072;ST
graphs/graph_s2818_p40.grf;2818;663;0.116177;ST
graphs/graph_s2820_p40.grf;2820;131;0.118960;ST
graphs/graph_s2822_p40.grf;2822;460;0.118797;ST
graphs/graph_s2824_p40.grf;2824;2121;0.117591;ST
graphs/graph_s2826_p40.grf;2826;2289;0.117426;ST
graphs/graph_s2828_p40.grf;2828;307;0.116607;ST
graphs/graph_s282_p40.grf;282;146;0.000870;ST
graphs/graph_s2830_p40.grf;2830;146;0.118591;ST
graphs/graph_s2832_p40.grf;2832;1005;0.118074;ST
graphs/graph_s2834_p40.grf;2834;51;0.116415;ST
graphs/graph_s2836_p40.grf;2836;448;0.120588;ST
graphs/graph_s2838_p40.grf;2838;388;0.118873;ST
graphs/graph_s2840_p40.grf;2840;2104;0.119908;ST
graphs/graph_s2842_p40.grf;2842;2755;0.120190;ST
graphs/graph_s2844_p40.grf;2844;971;0.120352;ST
graphs/graph_s2846_p40.grf;2846;2093;0.118927;ST
graphs/graph_s2848_p40.grf;2848;776;0.129166;ST
graphs/graph_s284_p40.grf;284;227;0.000845;ST
graphs/graph_s2850_p40.grf;2850;2712;0.122205;ST
graphs/graph_s2852_p40.grf;2852;1383;0.123082;ST
graphs/graph_s2854_p40.grf;2854;291;0.120005;ST
graphs/graph_s2856_p40.grf;2856;2166;0.119364;ST
graphs/graph_s2858_p40.grf;2858;1300;0.120708;ST
graphs/graph_s2860_p40.grf;2860;232;0.120432;ST
graphs/graph_s2862_p40.grf;2862;87;0.120001;ST
graphs/graph_s2864_p40.grf;2864;1842;0.122815;ST
graphs/graph_s2866_p40.grf;2866;2009;0.121829;ST
graphs/graph_s2868_p40.grf;2868;310;0.135345;ST
graphs/graph_s286_p40.grf;286;44;0.001787;ST
graphs/graph_s2870_p40.grf;2870;215;0.124073;ST
graphs/graph_s2872_p40.grf;2872;1640;0.120309;ST
graphs/graph_s2874_p40.grf;2874;1640;0.119182;ST
graphs/graph_s2876_p40.grf;2876;69;0.121254;ST
graphs/graph_s2878_p40.grf;2878;2675;0.121402;ST
graphs/graph_s2880_p40.grf;2880;2511;0.135118;ST
graphs/graph_s2882_p40.grf;2882;1646;0.120682;ST
graphs/graph_s2884_p40.grf;2884;1777;0.121643;ST
graphs/graph_s2886_p40.grf;2886;19;0.122280;ST
graphs/graph_s2888_p40.grf;2888;2085;0.125099;ST
graphs/graph_s288_p40.grf;288;204;0.000902;ST
graphs/graph_s2890_p40.grf;2890;1210;0.122830;ST
graphs/graph_s2892_p40.grf;2892;2059;0.123619;ST
graphs/graph_s2894_p40.grf;2894;2733;0.124110;ST
graphs/graph_s2896_p40.grf;2896;1041;0.124978;ST
graphs/graph_s2898_p40.grf;2898;816;0.127041;ST
graphs/graph_s2900_p40.grf;2900;2209;0.123629;ST
graphs/graph_s2902_p40.grf;2902;817;0.144378;ST
graphs/graph_s2904_p40.grf;2904;1286;0.126254;ST
graphs/graph_s2906_p40.grf;2906;1758;0.126274;ST
graphs/graph_s2908_p40.grf;2908;845;0.125278;ST
graphs/graph_s290_p40.grf;290;199;0.000865;ST
graphs/graph_s2910_p40.grf;2910;496;0.124332;ST
graphs/graph_s2912_p40.grf;2912;1099;0.127949;ST
graphs/graph_s2914_p40.grf;2914;393;0.128549;ST
graphs/graph_s2916_p40.grf;2916;316;0.125732;ST
graphs/graph_s2918_p40.grf;2918;1368;0.125604;ST
graphs/graph_s2920_p40.grf;2920;1501;0.126717;ST
graphs/graph_s2922_p40.grf;2922;92;0.127320;ST
graphs/graph_s2924_p40.grf;2924;446;0.126416;ST
graphs/graph_s2926_p40.grf;2926;1232;0.134792;ST
graphs/graph_s2928_p40.grf;2928;105;0.139859;ST
graphs/graph_s292_p40.grf;292;208;0.000911;ST
graphs/graph_s2930_p40.grf;2930;781;0.133612;ST
graphs/graph_s2932_p40.grf;2932;2413;0.127133;ST
graphs/graph_s2934_p40.grf;2934;1248;0.126627;ST
graphs/graph_s2936_p40.grf;2936;1087;0.126923;ST
graphs/graph_s2938_p40.grf;2938;1447;0.135138;ST
graphs/graph_s2940_p40.grf;2940;716;0.129326;ST
graphs/graph_s2942_p40.grf;2942;1810;0.130453;ST
graphs/graph_s2944_p40.grf;2944;124;0.130251;ST
graphs/graph_s2946_p40.grf;2946;1951;0.129622;ST
graphs/graph_s2948_p40.grf;2948;2501;0.130445;ST
graphs/graph_s294_p40.grf;294;174;0.000960;ST
graphs/graph_s2950_p40.grf;2950;2090;0.156212;ST
graphs/graph_s2952_p40.grf;2952;1963;0.128856;ST
graphs/graph_s2954_p40.grf;2954;1956;0.132636;ST
graphs/graph_s2956_p40.grf;2956;862;0.130400;ST
graphs/graph_s2958_p40.grf;2958;2725;0.129451;ST
graphs/graph_s2960_p40.grf;2960;2142;0.130147;ST
graphs/graph_s2962_p40.grf;2962;1497;0.129473;ST
graphs/graph_s2964_p40.grf;2964;2536;0.130312;ST
graphs/graph_s2966_p40.grf;2966;2294;0.129662;ST
graphs/graph_s2968_p40.grf;2968;652;0.133593;ST
graphs/graph_s296_p40.grf;296;169;0.000924;ST
graphs/graph_s2970_p40.grf;2970;1320;0.132216;ST
graphs/graph_s2972_p40.grf;2972;1960;0.131492;ST
graphs/graph_s2974_p40.grf;2974;2178;0.130628;ST
graphs/graph_s2976_p40.grf;2976;2472;0.129822;ST
graphs/graph_s2978_p40.grf;2978;1345;0.132157;ST
graphs/graph_s2980_p40.grf;2980;1054;0.135269;ST
graphs/graph_s2982_p40.grf;2982;1599;0.136555;ST
graphs/graph_s2984_p40.grf;2984;620;0.132229;ST
graphs/graph_s2986_p40.grf;2986;122;0.136896;ST
graphs/graph_s2988_p40.grf;2988;1669;0.132336;ST
graphs/graph_s298_p40.grf;298;24;0.000966;ST
graphs/graph_s2990_p40.grf;2990;2759;0.134715;ST
graphs/graph_s2992_p40.grf;2992;2106;0.134981;ST
graphs/graph_s2994_p40.grf;2994;2892;0.134280;ST
graphs/graph_s2996_p40.grf;2996;775;0.133259;ST
graphs/graph_s2998_p40.grf;2998;2553;0.135533;ST
graphs/graph_s3000_p40.grf;3000;2745;0.138712;ST
graphs/graph_s3002_p40.grf;3002;1489;0.135369;ST
graphs/graph_s3004_p40.grf;3004;2040;0.137677;ST
graphs/graph_s3006_p40.grf;3006;1351;0.136306;ST
graphs/graph_s3008_p40.grf;3008;370;0.132692;ST
graphs/graph_s300_p40.grf;300;267;0.001105;ST
graphs/graph_s3010_p40.grf;3010;1315;0.136794;ST
graphs/graph_s3012_p40.grf;3012;2050;0.139264;ST
graphs/graph_s3014_p40.grf;3014;2470;0.140220;ST
graphs/graph_s3016_p40.grf;3016;443;0.135814;ST
graphs/graph_s3018_p40.grf;3018;2333;0.136960;ST
graphs/graph_s3020_p40.grf;3020;558;0.138842;ST
graphs/graph_s3022_p40.grf;3022;2094;0.140187;ST
graphs/graph_s3024_p40.grf;3024;2859;0.138291;ST
graphs/graph_s3026_p40.grf;3026;1307;0.137596;ST
graphs/graph_s3028_p40.grf;3028;1464;0.135899;ST
graphs/graph_s302_p40.grf;302;75;0.000977;ST
graphs/graph_s3030_p40.grf;3030;1255;0.140042;ST
graphs/graph_s3032_p40.grf;3032;1164;0.139691;ST
graphs/graph_s3034_p40.grf;3034;1678;0.139578;ST
graphs/graph_s3036_p40.grf;3036;2368;0.139428;ST
graphs/graph_s3038_p40.grf;3038;2754;0.141075;ST
graphs/graph_s3040_p40.grf;3040;844;0.138665;ST
graphs/graph_s3042_p40.grf;3042;1065;0.139036;ST
graphs/graph_s3044_p40.grf;3044;2586;0.139114;ST
graphs/graph_s3046_p40.grf;3046;2570;0.140958;ST
graphs/graph_s3048_p40.grf;3048;1011;0.139866;ST
graphs/graph_s304_p40.grf;304;300;0.001092;ST
graphs/graph_s3050_p40.grf;3050;2078;0.140297;ST
graphs/graph_s3052_p40.grf;3052;1203;0.139889;ST
graphs/graph_s3054_p40.grf;3054;1800;0.140621;ST
graphs/graph_s3056_p40.grf;3056;1443;0.137454;ST
graphs/graph_s3058_p40.grf;3058;1130;0.141561;ST
graphs/graph_s3060_p40.grf;3060;2132;0.140787;ST
graphs/graph_s3062_p40.grf;3062;615;0.143070;ST
graphs/graph_s3064_p40.grf;3064;2861;0.138765;ST
graphs/graph_s3066_p40.grf;3066;2746;0.140179;ST
graphs/graph_s3068_p40.grf;3068;1281;0.142254;ST
graphs/graph_s306_p40.grf;306;139;0.001130;ST
graphs/graph_s3070_p40.grf;3070;1235;0.142242;ST
graphs/graph_s3072_p40.grf;3072;2541;0.143054;ST
graphs/graph_s3074_p40.grf;3074;982;0.142200;ST
graphs/graph_s3076_p40.grf;3076;496;0.140755;ST
graphs/graph_s3078_p40.grf;3078;1098;0.145031;ST
graphs/graph_s3080_p40.grf;3080;547;0.143193;ST
graphs/graph_s3082_p40.grf;3082;159;0.144258;ST
graphs/graph_s3084_p40.grf;3084;541;0.142002;ST
graphs/graph_s3086_p40.grf;3086;2524;0.145567;ST
graphs/graph_s3088_p40.grf;3088;2495;0.142834;ST
graphs/graph_s308_p40.grf;308;199;0.001057;ST
graphs/graph_s3090_p40.grf;3090;1745;0.147902;ST
graphs/graph_s3092_p40.grf;3092;1917;0.144896;ST
graphs/graph_s3094_p40.grf;3094;2417;0.145605;ST
graphs/graph_s3096_p40.grf;3096;584;0.147920;ST
graphs/graph_s3098_p40.grf;3098;2920;0.144630;ST
graphs/graph_s30_p40.grf;30;22;0.000015;ST
graphs/graph_s3100_p40.grf;3100;2242;0.145298;ST
graphs/graph_s3102_p40.grf;3102;2721;0.146977;ST
graphs/graph_s3104_p40.grf;3104;805;0.145638;ST
graphs/graph_s3106_p40.grf;3106;1196;0.144643;ST
graphs/graph_s3108_p40.grf;3108;2775;0.142976;ST
graphs/graph_s310_p40.grf;310;308;0.001041;ST
graphs/graph_s3110_p40.grf;3110;1705;0.148141;ST
graphs/graph_s3112_p40.grf;3112;1091;0.145388;ST
graphs/graph_s3114_p40.grf;3114;72;0.147757;ST
graphs/graph_s3116_p40.grf;3116;2825;0.147108;ST
graphs/graph_s3118_p40.grf;3118;934;0.146870;ST
graphs/graph_s3120_p40.grf;3120;548;0.147649;ST
graphs/graph_s3122_p40.grf;3122;2198;0.146903;ST
graphs/graph_s3124_p40.grf;3124;2034;0.147115;ST
graphs/graph_s3126_p40.grf;3126;217;0.146466;ST
graphs/graph_s3128_p40.grf;3128;2323;0.147445;ST
graphs/graph_s312_p40.grf;312;264;0.002679;ST
graphs/graph_s3130_p40.grf;3130;968;0.147026;ST
graphs/graph_s3132_p40.grf;3132;825;0.147530;ST
graphs/graph_s3134_p40.grf;3134;1894;0.150921;ST
graphs/graph_s3136_p40.grf;3136;34;0.148255;ST
graphs/graph_s3138_p40.grf;3138;743;0.173579;ST
graphs/graph_s3140_p40.grf;3140;1973;0.150107;ST
graphs/graph_s3142_p40.grf;3142;1159;0.153242;ST
graphs/graph_s3144_p40.grf;3144;1433;0.149311;ST
graphs/graph_s3146_p40.grf;3146;2435;0.152230;ST
graphs/graph_s3148_p40.grf;3148;932;0.152469;ST
graphs/graph_s314_p40.grf;314;291;0.001864;ST
graphs/graph_s3150_p40.grf;3150;265;0.160605;ST
graphs/graph_s3152_p40.grf;3152;3008;0.151969;ST
graphs/graph_s3154_p40.grf;3154;180;0.153771;ST
graphs/graph_s3156_p40.grf;3156;1955;0.152675;ST
graphs/graph_s3158_p40.grf;3158;1502;0.153828;ST
graphs/graph_s3160_p40.grf;3160;1247;0.151962;ST
graphs/graph_s3162_p40.grf;3162;1348;0.153110;ST
graphs/graph_s3164_p40.grf;3164;1205;0.152880;ST
graphs/graph_s3166_p40.grf;3166;1523;0.152267;ST
graphs/graph_s3168_p40.grf;3168;2801;0.152378;ST
graphs/graph_s316_p40.grf;316;250;0.001063;ST
graphs/graph_s3170_p40.grf;3170;2289;0.154783;ST
graphs/graph_s3172_p40.grf;3172;3001;0.155617;ST
graphs/graph_s3174_p40.grf;3174;1260;0.153062;ST
graphs/graph_s3176_p40.grf;3176;235;0.153593;ST
graphs/graph_s3178_p40.grf;3178;2972;0.153671;ST
graphs/graph_s3180_p40.grf;3180;1444;0.151264;ST
graphs/graph_s3182_p40.grf;3182;577;0.155087;ST
graphs/graph_s3184_p40.grf;3184;3129;0.156734;ST
graphs/graph_s3186_p40.grf;3186;1746;0.155964;ST
graphs/graph_s3188_p40.grf;3188;2446;0.154649;ST
graphs/graph_s318_p40.grf;318;192;0.001111;ST
graphs/graph_s3190_p40.grf;3190;789;0.156362;ST
graphs/graph_s3192_p40.grf;3192;455;0.155213;ST
graphs/graph_s3194_p40.grf;3194;661;0.156365;ST
graphs/graph_s3196_p40.grf;3196;1833;0.157744;ST
graphs/graph_s3198_p40.grf;3198;1105;0.157422;ST
graphs/graph_s3200_p40.grf;3200;729;0.157959;ST
graphs/graph_s3202_p40.grf;3202;1152;0.154277;ST
graphs/graph_s3204_p40.grf;3204;362;0.157449;ST
graphs/graph_s3206_p40.grf;3206;2889;0.159921;ST
graphs/graph_s3208_p40.grf;3208;872;0.160729;ST
graphs/graph_s320_p40.grf;320;25;0.005737;ST
graphs/graph_s3210_p40.grf;3210;1633;0.159196;ST
graphs/graph_s3212_p40.grf;3212;1558;0.158387;ST
graphs/graph_s3214_p40.grf;3214;2106;0.158072;ST
graphs/graph_s3216_p40.grf;3216;3126;0.157373;ST
graphs/graph_s3218_p40.grf;3218;1401;0.160042;ST
graphs/graph_s3220_p40.grf;3220;1031;0.157238;ST
graphs/graph_s3222_p40.grf;3222;152;0.159112;ST
graphs/graph_s3224_p40.grf;3224;2732;0.158326;ST
graphs/graph_s3226_p40.grf;3226;2619;0.160245;ST
graphs/graph_s3228_p40.grf;3228;2536;0.162319;ST
graphs/graph_s322_p40.grf;322;159;0.003852;ST
graphs/graph_s3230_p40.grf;3230;669;0.161297;ST
graphs/graph_s3232_p40.grf;3232;1460;0.158728;ST
graphs/graph_s3234_p40.grf;3234;438;0.161285;ST
graphs/graph_s3236_p40.grf;3236;133;0.161533;ST
graphs/graph_s3238_p40.grf;3238;1636;0.162023;ST
graphs/graph_s3240_p40.grf;3240;1080;0.181776;ST
graphs/graph_s3242_p40.grf;3242;1358;0.164261;ST
graphs/graph_s3244_p40.grf;3244;1208;0.161712;ST
graphs/graph_s3246_p40.grf;3246;2002;0.165521;ST
graphs/graph_s3248_p40.grf;3248;2192;0.162267;ST
graphs/graph_s324_p40.grf;324;322;0.002825;ST
graphs/graph_s3250_p40.grf;3250;835;0.167936;ST
graphs/graph_s3252_p40.grf;3252;994;0.165411;ST
graphs/graph_s3254_p40.grf;3254;2577;0.162965;ST
graphs/graph_s3256_p40.grf;3256;436;0.163741;ST
graphs/graph_s3258_p40.grf;3258;2028;0.162209;ST
graphs/graph_s3260_p40.grf;3260;2392;0.165764;ST
graphs/graph_s3262_p40.grf;3262;2361;0.171130;ST
graphs/graph_s3264_p40.grf;3264;2574;0.164789;ST
graphs/graph_s3266_p40.grf;3266;2298;0.162110;ST
graphs/graph_s3268_p40.grf;3268;779;0.166619;ST
graphs/graph_s326_p40.grf;326;28;0.002962;ST
graphs/graph_s3270_p40.grf;3270;2549;0.181933;ST
graphs/graph_s3272_p40.grf;3272;2703;0.167593;ST
graphs/graph_s3274_p40.grf;3274;784;0.168999;ST
graphs/graph_s3276_p40.grf;3276;2728;0.165822;ST
graphs/graph_s3278_p40.grf;3278;858;0.165603;ST
graphs/graph_s3280_p40.grf;3280;1608;0.167403;ST
graphs/graph_s3282_p40.grf;3282;237;0.163249;ST
graphs/graph_s3284_p40.grf;3284;22;0.167208;ST
graphs/graph_s3286_p40.grf;3286;1421;0.167471;ST
graphs/graph_s3288_p40.grf;3288;2345;0.167523;ST
graphs/graph_s328_p40.grf;328;134;0.002859;ST
graphs/graph_s3290_p40.grf;3290;116;0.167477;ST
graphs/graph_s3292_p40.grf;3292;2894;0.182161;ST
graphs/graph_s3294_p40.grf;3294;1937;0.165032;ST
graphs/graph_s3296_p40.grf;3296;2480;0.169129;ST
graphs/graph_s3298_p40.grf;3298;2494;0.173675;ST
graphs/graph_s32_p40.grf;32;20;0.000017;ST
graphs/graph_s3300_p40.grf;3300;750;0.169803;ST
graphs/graph_s3302_p40.grf;3302;2787;0.177009;ST
graphs/graph_s3304_p40.grf;3304;624;0.169515;ST
graphs/graph_s3306_p40.grf;3306;2269;0.171328;ST
graphs/graph_s3308_p40.grf;3308;1651;0.168698;ST
graphs/graph_s330_p40.grf;330;190;0.003025;ST
graphs/graph_s3310_p40.grf;3310;981;0.170026;ST
graphs/graph_s3312_p40.grf;3312;2647;0.170877;ST
graphs/graph_s3314_p40.grf;3314;1816;0.171235;ST
graphs/graph_s3316_p40.grf;3316;3137;0.170137;ST
graphs/graph_s3318_p40.grf;3318;1198;0.172472;ST
graphs/graph_s3320_p40.grf;3320;3166;0.171391;ST
graphs/graph_s3322_p40.grf;3322;2160;0.170488;ST
graphs/graph_s3324_p40.grf;3324;1930;0.174514;ST
graphs/graph_s3326_p40.grf;3326;2076;0.170887;ST
graphs/graph_s3328_p40.grf;3328;2875;0.174487;ST
graphs/graph_s332_p40.grf;332;98;0.001145;ST
graphs/graph_s3330_p40.grf;3330;3029;0.174139;ST
graphs/graph_s3332_p40.grf;3332;3327;0.171929;ST
graphs/graph_s3334_p40.grf;3334;1437;0.172210;ST
graphs/graph_s3336_p40.grf;3336;3174;0.172130;ST
graphs/graph_s3338_p40.grf;3338;3050;0.175005;ST
graphs/graph_s3340_p40.grf;3340;830;0.171793;ST
graphs/graph_s3342_p40.grf;3342;2418;0.175385;ST
graphs/graph_s3344_p40.grf;3344;973;0.175367;ST
graphs/graph_s3346_p40.grf;3346;542;0.171360;ST
graphs/graph_s3348_p40.grf;3348;371;0.174933;ST
graphs/graph_s334_p40.grf;334;327;0.001266;ST
graphs/graph_s3350_p40.grf;3350;1471;0.177134;ST
graphs/graph_s3352_p40.grf;3352;2244;0.175912;ST
graphs/graph_s3354_p40.grf;3354;476;0.177112;ST
graphs/graph_s3356_p40.grf;3356;2420;0.177591;ST
graphs/graph_s3358_p40.grf;3358;553;0.173010;ST
graphs/graph_s3360_p40.grf;3360;2633;0.173735;ST
graphs/graph_s3362_p40.grf;3362;2941;0.174954;ST
graphs/graph_s3364_p40.grf;3364;1373;0.175581;ST
graphs/graph_s3366_p40.grf;3366;933;0.175185;ST
graphs/graph_s3368_p40.grf;3368;2777;0.175935;ST
graphs/graph_s336_p40.grf;336;121;0.001238;ST
graphs/graph_s3370_p40.grf;3370;1844;0.178126;ST
graphs/graph_s3372_p40.grf;3372;1827;0.176647;ST
graphs/graph_s3374_p40.grf;3374;1651;0.178644;ST
graphs/graph_s3376_p40.grf;3376;2095;0.184695;ST
graphs/graph_s3378_p40.grf;3378;3237;0.177757;ST
graphs/graph_s3380_p40.grf;3380;1019;0.176433;ST
graphs/graph_s3382_p40.grf;3382;2662;0.178864;ST
graphs/graph_s3384_p40.grf;3384;684;0.178069;ST
graphs/graph_s3386_p40.grf;3386;60;0.179844;ST
graphs/graph_s3388_p40.grf;3388;452;0.180254;ST
graphs/graph_s338_p40.grf;338;162;0.001236;ST
graphs/graph_s3390_p40.grf;3390;1809;0.179800;ST
graphs/graph_s3392_p40.grf;3392;634;0.180931;ST
graphs/graph_s3394_p40.grf;3394;263;0.179196;ST
graphs/graph_s3396_p40.grf;3396;460;0.180321;ST
graphs/graph_s3398_p40.grf;3398;525;0.183827;ST
graphs/graph_s3400_p40.grf;3400;143;0.180514;ST
graphs/graph_s3402_p40.grf;3402;461;0.176445;ST
graphs/graph_s3404_p40.grf;3404;1899;0.191282;ST
graphs/graph_s3406_p40.grf;3406;982;0.178927;ST
graphs/graph_s3408_p40.grf;3408;2080;0.182736;ST
graphs/graph_s340_p40.grf;340;121;0.003158;ST
graphs/graph_s3410_p40.grf;3410;681;0.180272;ST
graphs/graph_s3412_p40.grf;3412;3000;0.191471;ST
graphs/graph_s3414_p40.grf;3414;191;0.181121;ST
graphs/graph_s3416_p40.grf;3416;2225;0.183440;ST
graphs/graph_s3418_p40.grf;3418;345;0.201432;ST
graphs/graph_s3420_p40.grf;3420;1565;0.181407;ST
graphs/graph_s3422_p40.grf;3422;343;0.187531;ST
graphs/graph_s3424_p40.grf;3424;449;0.181795;ST
graphs/graph_s3426_p40.grf;3426;2071;0.184990;ST
graphs/graph_s3428_p40.grf;3428;1436;0.182448;ST
graphs/graph_s342_p40.grf;342;191;0.001266;ST
graphs/graph_s3430_p40.grf;3430;1181;0.183397;ST
graphs/graph_s3432_p40.grf;3432;2807;0.184258;ST
graphs/graph_s3434_p40.grf;3434;3065;0.196613;ST
graphs/graph_s3436_p40.grf;3436;429;0.185277;ST
graphs/graph_s3438_p40.grf;3438;1731;0.186035;ST
graphs/graph_s3440_p40.grf;3440;1018;0.184120;ST
graphs/graph_s3442_p40.grf;3442;1415;0.186759;ST
graphs/graph_s3444_p40.grf;3444;2372;0.186825;ST
graphs/graph_s3446_p40.grf;3446;1096;0.185066;ST
graphs/graph_s3448_p40.grf;3448;3399;0.185908;ST
graphs/graph_s344_p40.grf;344;265;0.001301;ST
graphs/graph_s3450_p40.grf;3450;901;0.186029;ST
graphs/graph_s3452_p40.grf;3452;2134;0.188270;ST
graphs/graph_s3454_p40.grf;3454;858;0.187533;ST
graphs/graph_s3456_p40.grf;3456;745;0.186604;ST
graphs/graph_s3458_p40.grf;3458;2270;0.188961;ST
graphs/graph_s3460_p40.grf;3460;1607;0.190484;ST
graphs/graph_s3462_p40.grf;3462;2260;0.187236;ST
graphs/graph_s3464_p40.grf;3464;3447;0.190927;ST
graphs/graph_s3466_p40.grf;3466;30;0.192228;ST
graphs/graph_s3468_p40.grf;3468;1188;0.188662;ST
graphs/graph_s346_p40.grf;346;151;0.004595;ST
graphs/graph_s3470_p40.grf;3470;952;0.188526;ST
graphs/graph_s3472_p40.grf;3472;1318;0.186313;ST
graphs/graph_s3474_p40.grf;3474;1876;0.190161;ST
graphs/graph_s3476_p40.grf;3476;1768;0.189513;ST
graphs/graph_s3478_p40.grf;3478;3407;0.190593;ST
graphs/graph_s3480_p40.grf;3480;1770;0.192505;ST
graphs/graph_s3482_p40.grf;3482;3342;0.202927;ST
graphs/graph_s3484_p40.grf;3484;2639;0.191430;ST
graphs/graph_s3486_p40.grf;3486;1172;0.192730;ST
graphs/graph_s3488_p40.grf;3488;1911;0.192844;ST
graphs/graph_s348_p40.grf;348;79;0.001368;ST
graphs/graph_s3490_p40.grf;3490;2942;0.191716;ST
graphs/graph_s3492_p40.grf;3492;383;0.190587;ST
graphs/graph_s3494_p40.grf;3494;2961;0.189276;ST
graphs/graph_s3496_p40.grf;3496;2992;0.194322;ST
graphs/graph_s3498_p40.grf;3498;2451;0.191530;ST
graphs/graph_s34_p40.grf;34;25;0.000018;ST
graphs/graph_s3500_p40.grf;3500;3202;0.193328;ST
graphs/graph_s3502_p40.grf;3502;2424;0.198544;ST
graphs/graph_s3504_p40.grf;3504;1243;0.190351;ST
graphs/graph_s3506_p40.grf;3506;450;0.201926;ST
graphs/graph_s3508_p40.grf;3508;904;0.194159;ST
graphs/graph_s350_p40.grf;350;199;0.001314;ST
graphs/graph_s3510_p40.grf;3510;1775;0.192361;ST
graphs/graph_s3512_p40.grf;3512;27;0.205054;ST
graphs/graph_s3514_p40.grf;3514;1606;0.194381;ST
graphs/graph_s3516_p40.grf;3516;537;0.191902;ST
graphs/graph_s3518_p40.grf;3518;506;0.197082;ST
graphs/graph_s3520_p40.grf;3520;1471;0.195343;ST
graphs/graph_s3522_p40.grf;3522;95;0.196416;ST
graphs/graph_s3524_p40.grf;3524;2615;0.194712;ST
graphs/graph_s3526_p40.grf;3526;453;0.198054;ST
graphs/graph_s3528_p40.grf;3528;1879;0.194436;ST
graphs/graph_s352_p40.grf;352;159;0.007060;ST
graphs/graph_s3530_p40.grf;3530;2686;0.219016;ST
graphs/graph_s3532_p40.grf;3532;750;0.201666;ST
graphs/graph_s3534_p40.grf;3534;2386;0.198249;ST
graphs/graph_s3536_p40.grf;3536;1235;0.195964;ST
graphs/graph_s3538_p40.grf;3538;1382;0.199235;ST
graphs/graph_s3540_p40.grf;3540;1789;0.195265;ST
graphs/graph_s3542_p40.grf;3542;3528;0.197202;ST
graphs/graph_s3544_p40.grf;3544;2050;0.200213;ST
graphs/graph_s3546_p40.grf;3546;2110;0.202020;ST
graphs/graph_s3548_p40.grf;3548;2470;0.201043;ST
graphs/graph_s354_p40.grf;354;342;0.001426;ST
graphs/graph_s3550_p40.grf;3550;1839;0.200537;ST
graphs/graph_s3552_p40.grf;3552;841;0.195200;ST
graphs/graph_s3554_p40.grf;3554;675;0.202387;ST
graphs/graph_s3556_p40.grf;3556;3311;0.196391;ST
graphs/graph_s3558_p40.grf;3558;2048;0.196430;ST
graphs/graph_s3560_p40.grf;3560;1900;0.199749;ST
graphs/graph_s3562_p40.grf;3562;1540;0.202811;ST
graphs/graph_s3564_p40.grf;3564;3233;0.201521;ST
graphs/graph_s3566_p40.grf;3566;1716;0.203435;ST
graphs/graph_s3568_p40.grf;3568;1663;0.199436;ST
graphs/graph_s356_p40.grf;356;49;0.003408;ST
graphs/graph_s3570_p40.grf;3570;3431;0.202631;ST
graphs/graph_s3572_p40.grf;3572;908;0.220625;ST
graphs/graph_s3574_p40.grf;3574;2762;0.201331;ST
graphs/graph_s3576_p40.grf;3576;2148;0.205534;ST
graphs/graph_s3578_p40.grf;3578;3372;0.205027;ST
graphs/graph_s3580_p40.grf;3580;1633;0.201488;ST
graphs/graph_s3582_p40.grf;3582;3162;0.199900;ST
graphs/graph_s3584_p40.grf;3584;3014;0.200211;ST
graphs/graph_s3586_p40.grf;3586;899;0.202141;ST
graphs/graph_s3588_p40.grf;3588;3219;0.200436;ST
graphs/graph_s358_p40.grf;358;137;0.001344;ST
graphs/graph_s3590_p40.grf;3590;384;0.207060;ST
graphs/graph_s3592_p40.grf;3592;3077;0.201552;ST
graphs/graph_s3594_p40.grf;3594;1486;0.202861;ST
graphs/graph_s3596_p40.grf;3596;3223;0.207007;ST
graphs/graph_s3598_p40.grf;3598;2351;0.206069;ST
graphs/graph_s3600_p40.grf;3600;2854;0.208388;ST
graphs/graph_s3602_p40.grf;3602;1287;0.209814;ST
graphs/graph_s3604_p40.grf;3604;524;0.207552;ST
graphs/graph_s3606_p40.grf;3606;3111;0.209301;ST
graphs/graph_s3608_p40.grf;3608;2242;0.207467;ST
graphs/graph_s360_p40.grf;360;275;0.001662;ST
graphs/graph_s3610_p40.grf;3610;1101;0.209220;ST
graphs/graph_s3612_p40.grf;3612;2528;0.206451;ST
graphs/graph_s3614_p40.grf;3614;770;0.206114;ST
graphs/graph_s3616_p40.grf;3616;3236;0.209960;ST
graphs/graph_s3618_p40.grf;3618;2326;0.205030;ST
